Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;06/2016;234.823;0;234.823;0;234.823;1.315.622;0;0;0;0;0;104.090;1.419.713;2.152.042;16,54%;16,54%;16,54%;10,91%;21,46%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;06/2016;253.528;0;253.528;0;253.528;1.309.587;0;0;14.327;0;14.327;80.177;1.404.091;4.740.124;18,06%;18,06%;18,06%;5,35%;16,20%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;06/2016;252.737;0;252.737;5.894;258.631;1.244.984;0;0;0;0;0;77.410;1.322.394;2.074.007;19,11%;19,11%;19,56%;12,19%;15,85%
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;06/2016;696.306;0;696.306;0;696.306;1.107.118;0;0;0;0;0;205.245;1.312.363;0;53,06%;53,06%;53,06%;NI%;4,96%
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;06/2016;453.488;0;453.488;0;453.488;1.194.034;0;253;0;0;253;79.003;1.273.290;2.974.481;35,62%;35,62%;35,62%;15,25%;0,02%
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;06/2016;505.360;0;505.360;0;505.360;1.138.507;6.979;0;0;0;6.979;116.531;1.262.017;0;40,04%;40,04%;40,04%;NI%;0,63%
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;;I;2;CHAPECO;SC;06/2016;185.981;0;185.981;0;185.981;1.171.345;NA;NA;NA;NA;NA;NA;1.171.345;0;15,88%;15,88%;15,88%;NI%;21,72%
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;06/2016;172.930;0;172.930;0;172.930;1.112.933;0;0;3.436;0;3.436;33.742;1.150.111;4.778.817;15,04%;15,04%;15,04%;3,62%;4,53%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SERRO AZUL - SICREDI UNIÃO RS;88894548;b3S;;I;2;CERRO LARGO;RS;06/2016;247.108;0;247.108;0;247.108;968.987;0;0;1.118;0;1.118;73.337;1.043.443;1.698.795;23,68%;23,68%;23,68%;14,55%;12,28%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;;I;2;PALOTINA;PR;06/2016;183.043;0;183.043;13.909;196.951;962.784;0;0;0;0;0;75.011;1.037.796;1.746.872;17,64%;17,64%;18,98%;10,48%;11,97%
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13660104;n1;;I;2;PORTO ALEGRE;RS;06/2016;177.495;0;177.495;0;177.495;472.354;354;0;3.181;0;3.536;530.281;1.006.171;0;17,64%;17,64%;17,64%;NI%;4,92%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SORRISO - SICREDI CELEIRO DO MT;26555235;b3S;;I;2;SORRISO;MT;06/2016;245.611;0;245.611;0;245.611;848.101;2.384;0;0;0;2.384;107.229;957.714;1.498.215;25,65%;25,65%;25,65%;16,39%;7,51%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PIONEIRA DA SERRA GAÚCHA   SICREDI PIONEIRA RS;91586982;b3S;;I;2;NOVA PETROPOLIS;RS;06/2016;268.250;0;268.250;0;268.250;902.376;0;0;5.527;0;5.527;42.057;949.960;1.891.543;28,24%;28,24%;28,24%;14,18%;8,11%
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;06/2016;198.095;0;198.095;0;198.095;789.735;0;0;46.846;0;46.846;38.500;875.081;10.979.855;22,64%;22,64%;22,64%;1,80%;3,46%
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE MINAS GERAIS LTDA.;42898825;b3S;;I;2;BELO HORIZONTE;MG;06/2016;214.717;0;214.717;0;214.717;748.390;0;0;0;0;0;118.450;866.840;1.660.293;24,77%;24,77%;24,77%;12,93%;3,85%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;;I;2;SAO MIGUEL D'OESTE;SC;06/2016;163.821;0;163.821;0;163.821;862.406;NA;NA;NA;NA;NA;NA;862.406;0;19,00%;19,00%;19,00%;NI%;13,36%
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;;I;1;SALVADOR;BA;06/2016;360.603;0;360.603;0;360.603;747.190;0;0;0;0;0;100.551;847.741;0;42,54%;42,54%;42,54%;NI%;11,37%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;;I;2;CARLOS BARBOSA;RS;06/2016;170.707;0;170.707;18.718;189.426;791.740;0;0;7.186;0;7.186;41.507;840.433;1.539.418;20,31%;20,31%;22,54%;11,09%;8,78%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;;I;2;RIBEIRAO PRETO;SP;06/2016;159.228;0;159.228;0;159.228;828.271;NA;NA;NA;NA;NA;NA;828.271;0;19,22%;19,22%;19,22%;NI%;21,18%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;;I;2;GOIANIA;GO;06/2016;272.995;0;272.995;0;272.995;814.294;NA;NA;NA;NA;NA;NA;814.294;0;33,53%;33,53%;33,53%;NI%;6,29%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;;I;2;CRUZ ALTA;RS;06/2016;245.263;0;245.263;0;245.263;718.294;0;0;0;0;0;60.889;779.183;1.197.130;31,48%;31,48%;31,48%;20,49%;2,47%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;;I;2;ERECHIM;RS;06/2016;133.282;0;133.282;0;133.282;738.771;0;0;1.105;0;1.105;35.435;775.311;1.252.797;17,19%;17,19%;17,19%;10,64%;15,65%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;;I;2;LINHARES;ES;06/2016;274.101;0;274.101;0;274.101;774.733;NA;NA;NA;NA;NA;NA;774.733;0;35,38%;35,38%;35,38%;NI%;3,52%
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;06/2016;112.501;0;112.501;0;112.501;716.646;0;0;14.095;0;14.095;25.281;756.022;3.351.963;14,88%;14,88%;14,88%;3,36%;4,66%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;;I;2;ENCANTADO;RS;06/2016;272.026;0;272.026;0;272.026;691.144;0;0;3.628;0;3.628;33.607;728.379;1.548.603;37,35%;37,35%;37,35%;17,57%;12,66%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;;I;2;GUARIBA;SP;06/2016;150.238;0;150.238;0;150.238;663.175;24;11;1.189;10;1.234;46.188;710.597;1.178.638;21,14%;21,14%;21,14%;12,75%;2,96%
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;;I;1;FLORIANOPOLIS;SC;06/2016;150.792;0;150.792;0;150.792;542.882;0;0;0;0;0;166.648;709.530;0;21,25%;21,25%;21,25%;NI%;1,80%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO CENTRO SUL DO MATO GROSSO DO SUL - SICREDI CENTRO-SUL MS;26408161;b3S;;I;2;DOURADOS;MS;06/2016;240.326;0;240.326;0;240.326;642.864;0;0;0;0;0;63.313;706.177;1.172.603;34,03%;34,03%;34,03%;20,50%;8,43%
MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;12392983;n2;;I;3;SAO PAULO;SP;06/2016;205.821;0;205.821;0;205.821;71.995;480.102;0;2;76.816;556.920;70.011;698.926;0;29,45%;29,45%;29,45%;NI%;0,38%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;;I;2;SANTA MARIA;RS;06/2016;198.119;0;198.119;11.788;209.907;646.048;0;0;1.769;0;1.769;49.441;697.258;1.139.573;28,41%;28,41%;30,10%;17,39%;8,74%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NORTE MATO-GROSSENSE - SICREDI NORTE MT;37442605;b3S;;I;2;COLIDER;MT;06/2016;160.930;0;160.930;0;160.930;618.691;1.559;0;0;0;1.559;46.736;666.985;1.004.655;24,13%;24,13%;24,13%;16,02%;9,76%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;;I;2;CANARANA;MT;06/2016;169.815;0;169.815;0;169.815;586.061;1.852;0;0;0;1.852;64.862;652.775;923.050;26,01%;26,01%;26,01%;18,40%;7,83%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;;I;2;VENDA NOVA DO IMIGRANTE;ES;06/2016;210.075;0;210.075;0;210.075;647.197;NA;NA;NA;NA;NA;NA;647.197;0;32,46%;32,46%;32,46%;NI%;3,44%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;;I;2;SAO GABRIEL DA PALHA;ES;06/2016;189.568;0;189.568;0;189.568;641.848;NA;NA;NA;NA;NA;NA;641.848;0;29,53%;29,53%;29,53%;NI%;4,54%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;;I;2;ITAQUI;RS;06/2016;249.404;0;249.404;0;249.404;600.808;0;0;0;0;0;31.490;632.298;924.022;39,44%;39,44%;39,44%;26,99%;3,66%
UNICRED JOÃO PESSOA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE JOÃO PESSOA LTDA.;35571249;b3S;;I;2;JOAO PESSOA;PB;06/2016;270.335;0;270.335;0;270.335;631.513;NA;NA;NA;NA;NA;NA;631.513;0;42,81%;42,81%;42,81%;NI%;5,10%
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;06/2016;154.073;0;154.073;0;154.073;586.977;17;8;97;7;129;27.029;614.135;4.210.433;25,09%;25,09%;25,09%;3,66%;1,72%
COOPERATIVA DE CRÉDITO E DE INVESTIMENTO DE LIVRE ADMISSÃO FRONTEIRAS DO IGUAÇU E SUDESTE PAULISTA - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;;I;2;CAPANEMA;PR;06/2016;136.450;0;136.450;0;136.450;575.952;0;0;0;0;0;34.059;610.011;909.985;22,37%;22,37%;22,37%;14,99%;8,83%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO BRANCO - SICREDI OURO BRANCO RS;87853206;b3S;;I;2;TEUTONIA;RS;06/2016;134.305;0;134.305;0;134.305;575.096;0;0;0;0;0;29.463;604.559;979.286;22,22%;22,22%;22,22%;13,71%;20,78%
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE, PROFESSORES, CONTABILISTAS E EMPRESÁRIOS DA GRANDE FLORIANÓPOLIS LTDA. - UNICRED FLORIANÓPOLIS;74064502;b3S;;I;2;FLORIANOPOLIS;SC;06/2016;206.374;0;206.374;0;206.374;600.970;NA;NA;NA;NA;NA;NA;600.970;0;34,34%;34,34%;34,34%;NI%;4,06%
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;;I;2;FRANCISCO BELTRAO;PR;06/2016;67.899;0;67.899;0;67.899;410.173;0;0;156.787;0;156.787;25.286;592.246;2.024.609;11,46%;11,46%;11,46%;3,35%;19,20%
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;;I;2;SAO PAULO;SP;06/2016;62.054;0;62.054;8.993;71.047;519.287;0;0;0;0;0;60.075;579.362;0;10,71%;10,71%;12,26%;NI%;3,88%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;;I;2;CAMPO VERDE;MT;06/2016;97.617;0;97.617;0;97.617;523.009;9.751;0;0;0;9.751;41.797;574.558;670.108;16,99%;16,99%;16,99%;14,57%;8,12%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;;I;2;GUAXUPE;MG;06/2016;150.337;0;150.337;0;150.337;474.341;0;0;0;0;0;92.020;566.361;826.991;26,54%;26,54%;26,54%;18,18%;2,91%
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;;I;1;RIO DE JANEIRO;RJ;06/2016;396.085;0;396.085;0;396.085;479.645;2.413;0;0;0;2.413;82.886;564.944;0;70,11%;70,11%;70,11%;NI%;2,78%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE DE MATO GROSSO - SICREDI SUDOESTE MT;32995755;b3S;;I;2;TANGARA DA SERRA;MT;06/2016;157.641;0;157.641;0;157.641;511.816;150;0;0;0;150;47.885;559.850;793.739;28,16%;28,16%;28,16%;19,86%;9,90%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;;I;2;PONTA GROSSA;PR;06/2016;126.855;0;126.855;0;126.855;519.225;0;0;0;0;0;38.105;557.330;996.852;22,76%;22,76%;22,76%;12,73%;30,14%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;;I;2;RODEIO BONITO;RS;06/2016;154.967;0;154.967;0;154.967;514.980;0;0;0;0;0;27.688;542.668;834.345;28,56%;28,56%;28,56%;18,57%;8,51%
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;06/2016;88.942;0;88.942;0;88.942;481.906;0;0;29.106;0;29.106;15.610;526.622;6.076.104;16,89%;16,89%;16,89%;1,46%;4,57%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;;I;2;CACHOEIRO DE ITAPEMIRIM;ES;06/2016;207.990;0;207.990;0;207.990;525.805;NA;NA;NA;NA;NA;NA;525.805;0;39,56%;39,56%;39,56%;NI%;2,15%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90729369;b3S;;I;2;IJUI;RS;06/2016;135.687;0;135.687;0;135.687;517.781;NA;NA;NA;NA;NA;NA;517.781;0;26,21%;26,21%;26,21%;NI%;8,35%
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;;I;2;MARINGA;PR;06/2016;112.826;0;112.826;0;112.826;516.157;NA;NA;NA;NA;NA;NA;516.157;0;21,86%;21,86%;21,86%;NI%;4,92%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;;I;2;RIO VERDE;GO;06/2016;271.632;0;271.632;0;271.632;513.393;NA;NA;NA;NA;NA;NA;513.393;0;52,91%;52,91%;52,91%;NI%;6,20%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;;I;2;ITAJAI;SC;06/2016;119.202;0;119.202;0;119.202;512.606;NA;NA;NA;NA;NA;NA;512.606;0;23,25%;23,25%;23,25%;NI%;8,16%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;;I;2;JUINA;MT;06/2016;206.795;0;206.795;0;206.795;445.399;0;0;0;0;0;55.794;501.194;721.560;41,26%;41,26%;41,26%;28,66%;8,65%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;;I;2;PIMENTA BUENO;RO;06/2016;90.539;0;90.539;0;90.539;493.324;NA;NA;NA;NA;NA;NA;493.324;0;18,35%;18,35%;18,35%;NI%;13,36%
COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO ALIANÇA DAS REGIOES COSTA OESTE PARANAENSE E NORTE PAULISTA - SICREDI ALIANÇA PR/SP;79052122;b3S;;I;2;MARECHAL CANDIDO RONDON;PR;06/2016;105.895;0;105.895;0;105.895;461.007;0;0;0;0;0;30.626;491.634;684.962;21,54%;21,54%;21,54%;15,46%;16,54%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89990501;b3S;;I;2;IBIRAIARAS;RS;06/2016;121.681;0;121.681;0;121.681;460.588;0;0;1.105;0;1.105;28.570;490.264;842.029;24,82%;24,82%;24,82%;14,45%;5,17%
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;;I;2;PINHALZINHO;SC;06/2016;114.224;0;114.224;0;114.224;486.539;NA;NA;NA;NA;NA;NA;486.539;0;23,48%;23,48%;23,48%;NI%;5,06%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;;I;2;TAPEJARA;RS;06/2016;120.126;0;120.126;0;120.126;443.309;0;0;0;0;0;37.538;480.847;809.790;24,98%;24,98%;24,98%;14,83%;8,54%
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;;I;1;CURITIBA;PR;06/2016;207.648;0;207.648;0;207.648;251.457;0;0;0;0;0;229.366;480.823;0;43,19%;43,19%;43,19%;NI%;0,62%
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;;I;2;PORTO ALEGRE;RS;06/2016;123.406;0;123.406;0;123.406;480.029;NA;NA;NA;NA;NA;NA;480.029;0;25,71%;25,71%;25,71%;NI%;5,60%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;;I;2;TRES DE MAIO;RS;06/2016;159.339;0;159.339;0;159.339;431.372;0;0;0;0;0;37.473;468.845;730.016;33,99%;33,99%;33,99%;21,83%;8,60%
COOPERATIVA CENTRAL DE CRÉDITO DO NORTE/NORDESTE - CENTRAL SICREDI NORTE/NORDESTE;70119680;b3C;;I;2;CABEDELO;PB;06/2016;130.816;0;130.816;0;130.816;405.189;1.093;492;40.872;437;42.893;19.052;467.134;844.288;28,00%;28,00%;28,00%;15,49%;4,57%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO-SERRANA DO ESPÍRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;;I;2;SANTA MARIA DE JETIBA;ES;06/2016;107.983;0;107.983;0;107.983;466.854;NA;NA;NA;NA;NA;NA;466.854;0;23,13%;23,13%;23,13%;NI%;5,10%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DE MATO GROSSO - SICREDI SUL MT;26549311;b3S;;I;2;RONDONOPOLIS;MT;06/2016;99.363;0;99.363;5.894;105.257;428.275;0;0;0;0;0;37.747;466.022;636.348;21,32%;21,32%;22,59%;15,61%;21,99%
