Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2446089;b3S;S5;I;2;CORONEL VIVIDA;PR;12/2020;NA;NA;NA;NA;48.463;261.989;0;NA;NA;NA;0;8.406;270.395;NA;NA%;NA%;17,92%;NA%;16,13%
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE - ACREDICOOP;3461243;b3S;S5;I;2;JOINVILLE;SC;12/2020;NA;NA;NA;NA;37.731;252.995;0;NA;NA;NA;0;16.010;269.005;NA;NA%;NA%;14,03%;NA%;19,00%
COOPERATIVA DE CRÉDITO CREDINTER LTDA. – SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;12/2020;NA;NA;NA;NA;57.908;252.500;0;NA;NA;NA;0;14.674;267.174;NA;NA%;NA%;21,67%;NA%;6,36%
BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12865507;n1;S4;I;2;SAO PAULO;SP;12/2020;-27.551;3.159;-24.392;12.486;-11.906;234.300;0;0;4.548;0;4.548;26.088;264.935;NA;-10,40%;-9,21%;-4,49%;NA%;-5,70%
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA OESTE CATARINENSE - CRESOL OESTE CATARINENSE;3965737;b3S;S5;I;2;XAXIM;SC;12/2020;NA;NA;NA;NA;31.757;255.676;0;NA;NA;NA;0;7.941;263.617;NA;NA%;NA%;12,05%;NA%;7,55%
COOPERATIVA DE CRÉDITO CREDIFIEMG LTDA. – SICOOB CREDIFIEMG;7469260;b3S;S5;I;2;BELO HORIZONTE;MG;12/2020;NA;NA;NA;NA;43.555;253.912;0;NA;NA;NA;0;7.306;261.217;NA;NA%;NA%;16,67%;NA%;2,74%
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;S4;I;2;PASSO FUNDO;RS;12/2020;43.616;0;43.616;0;43.616;250.006;30;24;479;22;555;7.955;258.516;1.596.357;16,87%;16,87%;16,87%;2,73%;1,99%
F.D'GOLD - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;8673569;n2;S4;I;2;SAO PAULO;SP;12/2020;11.987;0;11.987;0;11.987;9.324;184.822;0;0;0;184.822;63.828;257.975;NA;4,65%;4,65%;4,65%;NA%;17,50%
WESTERN ASSET MANAGEMENT COMPANY DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LIMITADA;7437241;n2;S4;I;3;SAO PAULO;SP;12/2020;98.130;0;98.130;0;98.130;42.105;3.903;0;6.575;0;10.479;204.895;257.479;NA;38,11%;38,11%;38,11%;NA%;3,43%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;69346856;b3S;S5;I;2;FRANCA;SP;12/2020;NA;NA;NA;NA;40.929;244.770;0;NA;NA;NA;0;12.107;256.877;NA;NA%;NA%;15,93%;NA%;5,44%
FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO;411939;n1;S5;I;2;JUNDIAI;SP;12/2020;NA;NA;NA;NA;56.709;229.073;0;NA;NA;NA;0;27.363;256.436;NA;NA%;NA%;22,11%;NA%;1,10%
COOPERATIVA DE CRÉDITO CREDIFOR LTDA – SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;12/2020;NA;NA;NA;NA;40.701;241.972;0;NA;NA;NA;0;14.244;256.216;NA;NA%;NA%;15,89%;NA%;23,26%
COOPERATIVA DE CREDITO COOPLIVRE;49389307;b3S;S5;I;2;CAPIVARI;SP;12/2020;NA;NA;NA;NA;40.974;236.692;0;NA;NA;NA;0;18.092;254.784;NA;NA%;NA%;16,08%;NA%;38,20%
COOPERATIVA DE CRÉDITO, INVESTIMENTO E SERVIÇOS FINANCEIROS SICOOB UNI SUDESTE;86389236;b3S;S5;I;2;UBA;MG;12/2020;NA;NA;NA;NA;51.308;242.351;0;NA;NA;NA;0;11.130;253.480;NA;NA%;NA%;20,24%;NA%;10,05%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. – SICOOB CECREMEF;33370115;b3S;S5;I;2;RIO DE JANEIRO;RJ;12/2020;NA;NA;NA;NA;47.905;240.724;0;NA;NA;NA;0;11.711;252.435;NA;NA%;NA%;18,98%;NA%;21,93%
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;S5;I;2;NAO-ME-TOQUE;RS;12/2020;NA;NA;NA;NA;78.324;245.063;0;NA;NA;NA;0;7.065;252.128;NA;NA%;NA%;31,07%;NA%;0,07%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;78865995;b3S;S5;I;2;JOACABA;SC;12/2020;NA;NA;NA;NA;29.397;241.745;0;NA;NA;NA;0;10.069;251.814;NA;NA%;NA%;11,67%;NA%;21,44%
EASYNVEST - TÍTULO CORRETORA DE VALORES SA;62169875;n2;S4;I;2;SAO PAULO;SP;12/2020;-23.356;0;-23.356;0;-23.356;30.579;0;0;6.746;0;6.746;214.187;251.513;NA;-9,29%;-9,29%;-9,29%;NA%;-89,03%
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9473806;n1;S5;I;2;BENTO GONCALVES;RS;12/2020;NA;NA;NA;NA;50.851;237.517;0;NA;NA;NA;0;12.889;250.406;NA;NA%;NA%;20,31%;NA%;0,11%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA;1259518;b3S;S5;I;2;RIO CLARO;SP;12/2020;NA;NA;NA;NA;37.759;237.865;0;NA;NA;NA;0;12.397;250.263;NA;NA%;NA%;15,09%;NA%;12,50%
COOPERATIVA DE CRÉDITO CREDSAOPAULO - SICOOB CREDSAOPAULO;2197569;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;12/2020;NA;NA;NA;NA;33.465;230.536;0;NA;NA;NA;0;15.033;245.569;NA;NA%;NA%;13,63%;NA%;21,55%
COOPERATIVA DE CRÉDITO CREDIUNA LTDA – SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;12/2020;NA;NA;NA;NA;57.184;226.776;0;NA;NA;NA;0;18.120;244.896;NA;NA%;NA%;23,35%;NA%;14,09%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78862083;b3S;S5;I;2;CAMPOS NOVOS;SC;12/2020;NA;NA;NA;NA;42.407;231.300;0;NA;NA;NA;0;10.925;242.225;NA;NA%;NA%;17,51%;NA%;5,78%
COOPERATIVA DE CRÉDITO CREDISETE LTDA. - SICOOB CREDISETE;22753982;b3S;S5;I;2;SETE LAGOAS;MG;12/2020;NA;NA;NA;NA;48.719;225.273;0;NA;NA;NA;0;15.989;241.261;NA;NA%;NA%;20,19%;NA%;40,51%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;12/2020;NA;NA;NA;NA;126.226;220.553;0;NA;NA;NA;0;19.757;240.309;NA;NA%;NA%;52,53%;NA%;1,25%
COOPERATIVA DE CRÉDITO DA REGIÃO DO CONTESTADO - CIVIA;10218474;b3S;S5;I;2;SAO BENTO DO SUL;SC;12/2020;NA;NA;NA;NA;43.123;222.579;0;NA;NA;NA;0;16.541;239.120;NA;NA%;NA%;18,03%;NA%;14,55%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;12/2020;NA;NA;NA;NA;75.660;221.796;0;NA;NA;NA;0;16.823;238.619;NA;NA%;NA%;31,71%;NA%;11,96%
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS;8624548;b3S;S5;I;2;MURIAE;MG;12/2020;NA;NA;NA;NA;40.558;232.468;0;NA;NA;NA;0;5.204;237.672;NA;NA%;NA%;17,06%;NA%;7,86%
GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11760553;n1;S4;I;2;DOURADINA;PR;12/2020;77.536;0;77.536;0;77.536;120.311;0;0;0;0;0;115.489;235.800;NA;32,88%;32,88%;32,88%;NA%;0,32%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;S5;I;2;XANXERE;SC;12/2020;NA;NA;NA;NA;27.210;224.515;0;NA;NA;NA;0;9.582;234.097;NA;NA%;NA%;11,62%;NA%;33,24%
COOPERATIVA DE CRÉDITO DA REGIÃO DO SUDOESTE DO PARANÁ - EVOLUA;10311218;b3S;S5;I;2;FRANCISCO BELTRAO;PR;12/2020;NA;NA;NA;NA;33.584;221.511;0;NA;NA;NA;0;10.219;231.730;NA;NA%;NA%;14,49%;NA%;14,88%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10209619;b3S;S5;I;2;GOIANIA;GO;12/2020;NA;NA;NA;NA;91.407;221.388;0;NA;NA;NA;0;9.923;231.311;NA;NA%;NA%;39,52%;NA%;6,13%
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE;5277312;b3S;S5;I;2;UNIAO DA VITORIA;PR;12/2020;NA;NA;NA;NA;39.018;224.672;0;NA;NA;NA;0;6.584;231.256;NA;NA%;NA%;16,87%;NA%;15,82%
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ;72128440;b3S;S5;I;2;RIO DE JANEIRO;RJ;12/2020;NA;NA;NA;NA;61.752;210.152;0;NA;NA;NA;0;20.985;231.137;NA;NA%;NA%;26,72%;NA%;21,23%
COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA;66788142;b3S;S5;I;2;CANDIDO MOTA;SP;12/2020;NA;NA;NA;NA;46.197;219.572;0;NA;NA;NA;0;11.222;230.794;NA;NA%;NA%;20,02%;NA%;14,63%
SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;122327;n1;S5;I;2;FLORIANOPOLIS;SC;12/2020;NA;NA;NA;NA;122.381;216.089;0;NA;NA;NA;0;13.715;229.804;NA;NA%;NA%;53,25%;NA%;1,04%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41707258;b3S;S5;I;2;SANTO ANTONIO DO MONTE;MG;12/2020;NA;NA;NA;NA;38.066;218.012;0;NA;NA;NA;0;11.672;229.684;NA;NA%;NA%;16,57%;NA%;26,51%
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ALTA NOROESTE DE SÃO PAULO - SICREDI ALTA NOROESTE SP;4484490;b3S;S4;I;2;BIRIGUI;SP;12/2020;39.681;0;39.681;0;39.681;217.832;0;0;0;0;0;9.356;227.188;367.586;17,47%;17,47%;17,47%;10,80%;8,86%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORTE DE MATO GROSSO - SICOOB NORTE MT;23623636;b3S;S5;I;2;SINOP;MT;12/2020;NA;NA;NA;NA;39.351;219.165;0;NA;NA;NA;0;7.884;227.050;NA;NA%;NA%;17,33%;NA%;11,53%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO MÉDIO OESTE - SICOOB MÉDIO OESTE;7318874;b3S;S5;I;2;ASSIS CHATEAUBRIAND;PR;12/2020;NA;NA;NA;NA;34.097;215.829;0;NA;NA;NA;0;9.812;225.641;NA;NA%;NA%;15,11%;NA%;11,28%
COOPERATIVA DE CRÉDITO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;S5;I;2;ARAXA;MG;12/2020;NA;NA;NA;NA;49.262;211.383;0;NA;NA;NA;0;11.394;222.777;NA;NA%;NA%;22,11%;NA%;36,44%
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO;2448310;b3S;S5;I;2;CASCAVEL;PR;12/2020;NA;NA;NA;NA;27.815;217.536;0;NA;NA;NA;0;5.109;222.645;NA;NA%;NA%;12,49%;NA%;10,53%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38588174;b3S;S5;I;2;CONSELHEIRO PENA;MG;12/2020;NA;NA;NA;NA;42.035;210.274;0;NA;NA;NA;0;11.431;221.705;NA;NA%;NA%;18,96%;NA%;11,63%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82096447;b3S;S5;I;2;CURITIBA;PR;12/2020;NA;NA;NA;NA;162.170;212.041;0;NA;NA;NA;0;9.649;221.691;NA;NA%;NA%;73,15%;NA%;0,15%
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES – CRESOL UNIÃO DOS VALES;5231945;b3S;S5;I;2;IVAIPORA;PR;12/2020;NA;NA;NA;NA;39.144;212.822;0;NA;NA;NA;0;6.875;219.697;NA;NA%;NA%;17,82%;NA%;7,40%
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;12/2020;NA;NA;NA;NA;88.668;205.760;0;NA;NA;NA;0;12.821;218.581;NA;NA%;NA%;40,57%;NA%;6,20%
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;S5;I;2;SAO JOSE;SC;12/2020;NA;NA;NA;NA;45.899;204.360;0;NA;NA;NA;0;13.359;217.719;NA;NA%;NA%;21,08%;NA%;4,26%
CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.;4632856;b3C;S4;I;2;JI-PARANA;RO;12/2020;40.674;0;40.674;0;40.674;209.300;0;0;168;0;168;7.917;217.385;489.890;18,71%;18,71%;18,71%;8,30%;20,14%
COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA;1664968;b3S;S5;I;2;PORTO VELHO;RO;12/2020;NA;NA;NA;NA;42.807;203.099;0;NA;NA;NA;0;13.450;216.548;NA;NA%;NA%;19,77%;NA%;20,22%
SICREDI NORTE - COOPERATIVA DE CRÉDITO;83315408;b3S;S5;I;2;BELEM;PA;12/2020;NA;NA;NA;NA;40.883;205.044;0;NA;NA;NA;0;10.645;215.689;NA;NA%;NA%;18,95%;NA%;35,73%
COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA – SICOOB COOPEMG;3269540;b3S;S5;I;2;BELO HORIZONTE;MG;12/2020;NA;NA;NA;NA;40.144;205.475;0;NA;NA;NA;0;8.992;214.466;NA;NA%;NA%;18,72%;NA%;3,62%
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5192316;n1;S4;I;2;SANTO CRISTO;RS;12/2020;38.723;0;38.723;0;38.723;197.572;0;0;0;0;0;16.274;213.846;NA;18,11%;18,11%;18,11%;NA%;24,36%
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86803939;b3S;S5;I;2;NOVA IGUACU;RJ;12/2020;NA;NA;NA;NA;31.632;198.952;0;NA;NA;NA;0;14.702;213.654;NA;NA%;NA%;14,81%;NA%;20,01%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ;4694278;b3S;S5;I;2;RIO DE JANEIRO;RJ;12/2020;NA;NA;NA;NA;42.169;205.316;0;NA;NA;NA;0;8.083;213.399;NA;NA%;NA%;19,76%;NA%;15,49%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68987;b3S;S5;I;2;ARAGUARI;MG;12/2020;NA;NA;NA;NA;38.857;202.581;0;NA;NA;NA;0;9.492;212.073;NA;NA%;NA%;18,32%;NA%;9,61%
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE IBIRAIARAS - CRESOL NORDESTE;6139650;b3S;S5;I;2;IBIRAIARAS;RS;12/2020;NA;NA;NA;NA;22.892;203.716;0;NA;NA;NA;0;5.494;209.210;NA;NA%;NA%;10,94%;NA%;29,86%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE;5158093;b3S;S5;I;2;CARATINGA;MG;12/2020;NA;NA;NA;NA;45.891;199.026;0;NA;NA;NA;0;8.874;207.900;NA;NA%;NA%;22,07%;NA%;21,13%
COOPERATIVA DE CRÉDITO UNICRED REGIÃO DOS VALES LTDA. - UNICRED REGIÃO DOS VALES;1796302;b3S;S5;I;2;NOVO HAMBURGO;RS;12/2020;NA;NA;NA;NA;31.581;196.190;0;NA;NA;NA;0;11.639;207.829;NA;NA%;NA%;15,20%;NA%;11,85%
NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;4379829;n1;S5;I;2;CURITIBA;PR;12/2020;NA;NA;NA;NA;72.474;152.009;0;NA;NA;NA;0;55.345;207.354;NA;NA%;NA%;34,95%;NA%;1,05%
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4622657;b3S;S5;I;2;TENENTE PORTELA;RS;12/2020;NA;NA;NA;NA;29.396;200.460;0;NA;NA;NA;0;6.873;207.333;NA;NA%;NA%;14,18%;NA%;21,70%
NECTON INVESTIMENTOS  S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES;52904364;n2;S4;I;2;SAO PAULO;SP;12/2020;24.008;0;24.008;0;24.008;54.596;0;0;8.528;0;8.528;143.949;207.073;NA;11,59%;11,59%;11,59%;NA%;38,18%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PERNAMBUCO - SICOOB PERNAMBUCO;3732359;b3S;S5;I;2;SAO JOSE DO EGITO;PE;12/2020;NA;NA;NA;NA;38.988;185.410;0;NA;NA;NA;0;21.050;206.460;NA;NA%;NA%;18,88%;NA%;19,87%
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;S5;I;2;ROLANDIA;PR;12/2020;NA;NA;NA;NA;41.563;202.005;0;NA;NA;NA;0;4.387;206.392;NA;NA%;NA%;20,14%;NA%;10,30%
COOPERATIVA DE CRÉDITO SICOOB CRED-ACIF;4013172;b3S;S5;I;2;FRANCA;SP;12/2020;NA;NA;NA;NA;27.982;196.015;0;NA;NA;NA;0;10.147;206.162;NA;NA%;NA%;13,57%;NA%;10,21%
SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV DAS INST PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA E DAS DEMAIS INSTITUIÇÕES E ÓRGÃOS PÚBLICOS NO ESTADO DA PARAIBA LTDA.;3428338;b3S;S5;I;2;CAMPINA GRANDE;PB;12/2020;NA;NA;NA;NA;77.067;181.145;0;NA;NA;NA;0;25.014;206.159;NA;NA%;NA%;37,38%;NA%;2,53%
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;S4;I;2;RIO DE JANEIRO;RJ;12/2020;32.845;0;32.845;0;32.845;182.041;0;0;16.805;0;16.805;4.843;203.689;427.169;16,13%;16,13%;16,13%;7,69%;1,49%
LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11271860;n1;S5;I;2;ELDORADO;RS;12/2020;NA;NA;NA;NA;45.035;174.779;0;NA;NA;NA;0;27.370;202.150;NA;NA%;NA%;22,28%;NA%;0,08%
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19869338;b3S;S5;I;2;IPATINGA;MG;12/2020;NA;NA;NA;NA;58.360;183.905;0;NA;NA;NA;0;15.319;199.224;NA;NA%;NA%;29,29%;NA%;12,89%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO, ECONOMIA E EMPRESÁRIOS DE ERECHIM LTDA;1572667;b3S;S5;I;2;ERECHIM;RS;12/2020;NA;NA;NA;NA;31.862;191.672;0;NA;NA;NA;0;6.217;197.889;NA;NA%;NA%;16,10%;NA%;4,17%
COOPERATIVA DE CRÉDITO TEIXEIRA DE FREITAS LTDA. – SICOOB EXTREMO SUL;2447120;b3S;S5;I;2;TEIXEIRA DE FREITAS;BA;12/2020;NA;NA;NA;NA;99.664;180.914;0;NA;NA;NA;0;16.485;197.399;NA;NA%;NA%;50,49%;NA%;1,64%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.;41805003;b3S;S5;I;2;PIUMHI;MG;12/2020;NA;NA;NA;NA;30.989;188.465;0;NA;NA;NA;0;7.571;196.036;NA;NA%;NA%;15,81%;NA%;38,22%
SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.;1667766;b3S;S5;I;2;NOVA SERRANA;MG;12/2020;NA;NA;NA;NA;49.595;182.889;0;NA;NA;NA;0;12.547;195.436;NA;NA%;NA%;25,38%;NA%;11,21%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71419600;b3S;S5;I;2;FRUTAL;MG;12/2020;NA;NA;NA;NA;62.444;184.613;0;NA;NA;NA;0;10.382;194.995;NA;NA%;NA%;32,02%;NA%;6,30%
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3519240;b3S;S5;I;2;BELO HORIZONTE;MG;12/2020;NA;NA;NA;NA;54.744;185.180;0;NA;NA;NA;0;9.576;194.756;NA;NA%;NA%;28,11%;NA%;1,21%
SINOSSERRA FINANCEIRA S/A - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;22639377;n1;S4;I;2;NOVO HAMBURGO;RS;12/2020;29.968;0;29.968;0;29.968;144.259;0;0;0;0;0;49.629;193.887;NA;15,46%;15,46%;15,46%;NA%;16,83%
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3047549;b3S;S5;I;2;RIO VERDE;GO;12/2020;NA;NA;NA;NA;52.006;179.782;0;NA;NA;NA;0;12.632;192.413;NA;NA%;NA%;27,03%;NA%;10,66%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED REGIÃO DA CAMPANHA LTDA - UNICRED REGIÃO DA CAMPANHA;1705236;b3S;S5;I;2;SANTANA DO LIVRAMENTO;RS;12/2020;NA;NA;NA;NA;42.161;181.930;0;NA;NA;NA;0;10.342;192.272;NA;NA%;NA%;21,93%;NA%;6,65%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI;2144899;b3S;S5;I;2;OURO PRETO DO OESTE;RO;12/2020;NA;NA;NA;NA;53.823;178.074;0;NA;NA;NA;0;12.572;190.646;NA;NA%;NA%;28,23%;NA%;7,52%
COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;33416108;b3C;S4;I;2;GOIANIA;GO;12/2020;26.485;0;26.485;0;26.485;163.357;0;0;51;0;51;25.311;188.719;1.386.315;14,03%;14,03%;14,03%;1,91%;28,52%
COOPERATIVA DE CRÉDITO CREDIMATA LTDA. – SICOOB CREDIMATA;1152097;b3S;S5;I;2;VOLTA GRANDE;MG;12/2020;NA;NA;NA;NA;38.608;172.257;0;NA;NA;NA;0;15.181;187.439;NA;NA%;NA%;20,60%;NA%;18,46%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP;73113243;b3S;S4;I;2;ARARAQUARA;SP;12/2020;32.630;0;32.630;0;32.630;176.117;0;0;0;0;0;10.994;187.110;313.148;17,44%;17,44%;17,44%;10,42%;10,95%
COOPERATIVA DE CRÉDITO COM INTERAÇÃO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS- CRESOL VALE DAS ARAUCÁRIAS;6126780;b3S;S5;I;2;GUARAPUAVA;PR;12/2020;NA;NA;NA;NA;26.834;181.921;0;NA;NA;NA;0;4.983;186.904;NA;NA%;NA%;14,36%;NA%;16,69%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LTDA. – SICOOB CREDIJUSTRA;37079720;b3S;S5;I;2;BRASILIA;DF;12/2020;NA;NA;NA;NA;32.493;171.595;0;NA;NA;NA;0;13.388;184.983;NA;NA%;NA%;17,57%;NA%;7,35%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3065046;b3S;S4;I;2;SAO JOSE DO RIO PRETO;SP;12/2020;33.824;0;33.824;0;33.824;166.814;0;0;0;0;0;17.005;183.819;314.152;18,40%;18,40%;18,40%;10,77%;18,11%
