Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
BANCO RODOBENS S.A.;33603457;b1;;I;2;SAO PAULO;SP;12/2015;543.270;0;543.270;0;543.270;1.880.935;0;0;2.588;0;2.588;159.947;2.043.471;0;26,59%;26,59%;26,59%;NI%;0,00%
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;12/2015;405.994;0;405.994;0;405.994;1.507.442;313.852;0;0;0;313.852;182.644;2.003.938;0;20,26%;20,26%;20,26%;NI%;0,00%
STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO;11932017;b2;;I;3;SAO PAULO;SP;12/2015;317.812;0;317.812;0;317.812;1.033.218;485.034;0;246.678;0;731.712;183.032;1.947.963;0;16,32%;16,32%;16,32%;NI%;0,00%
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;12/2015;312.766;0;312.766;0;312.766;1.569.488;39.676;0;128.173;718;168.567;154.160;1.892.215;0;16,53%;16,53%;16,53%;NI%;0,00%
SCANIA BANCO S.A.;11417016;b2;;I;3;SAO BERNARDO DO CAMPO;SP;12/2015;233.137;0;233.137;62.443;295.580;1.822.465;0;0;0;0;0;58.898;1.881.363;0;12,39%;12,39%;15,71%;NI%;0,00%
UNIPRIME NORTE DO PARANA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS LTDA.;2398976;b3S;;I;2;LONDRINA;PR;12/2015;376.828;0;376.828;0;376.828;1.126.322;12.691;0;585.552;1.168;599.411;114.270;1.840.003;1.292.302;20,48%;20,48%;20,48%;29,16%;3,53%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;12/2015;370.354;0;370.354;2.363;372.716;1.506.531;64.516;0;0;0;64.516;105.259;1.676.305;2.219.542;22,09%;22,09%;22,23%;16,69%;5,87%
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;12/2015;324.849;0;324.849;0;324.849;1.355.119;0;0;0;0;0;240.918;1.596.037;0;20,35%;20,35%;20,35%;NI%;0,00%
BANCO FORD S.A.;90731688;b2;;I;3;SAO PAULO;SP;12/2015;219.232;0;219.232;0;219.232;1.368.263;0;0;0;0;0;114.642;1.482.905;0;14,78%;14,78%;14,78%;NI%;0,00%
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;12/2015;212.866;0;212.866;0;212.866;828.935;198.904;0;22.798;0;221.702;432.007;1.482.645;0;14,36%;14,36%;14,36%;NI%;0,00%
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;12/2015;480.573;0;480.573;0;480.573;1.366.642;14.737;0;0;0;14.737;95.334;1.476.713;0;32,54%;32,54%;32,54%;NI%;1,02%
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;12/2015;301.960;0;301.960;0;301.960;487.223;49.115;0;575.439;0;624.553;342.976;1.454.752;0;20,76%;20,76%;20,76%;NI%;0,00%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;12/2015;376.460;0;376.460;0;376.460;1.420.253;NA;NA;NA;NA;NA;NA;1.420.253;0;26,51%;26,51%;26,51%;NI%;1,75%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;12/2015;258.419;0;258.419;0;258.419;1.221.647;0;0;19.071;0;19.071;64.484;1.305.202;4.514.182;19,80%;19,80%;19,80%;5,72%;16,50%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;12/2015;224.141;0;224.141;0;224.141;1.189.224;0;0;0;0;0;100.401;1.289.624;1.951.100;17,38%;17,38%;17,38%;11,49%;21,30%
DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.;10663610;n1;;I;1;SAO PAULO;SP;12/2015;686.968;0;686.968;0;686.968;1.113.692;0;0;0;0;0;170.042;1.283.734;0;53,51%;53,51%;53,51%;NI%;0,58%
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;12/2015;217.629;0;217.629;0;217.629;1.130.049;34.814;0;38.091;3.858;76.762;28.874;1.235.685;9.746.650;17,61%;17,61%;17,61%;2,23%;2,66%
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;;I;2;MEDIANEIRA;PR;12/2015;229.443;0;229.443;5.907;235.350;1.143.343;0;0;0;0;0;71.729;1.215.072;1.832.017;18,88%;18,88%;19,37%;12,52%;16,76%
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;12/2015;169.539;0;169.539;25.814;195.353;753.782;185.852;0;6;0;185.858;215.695;1.155.335;0;14,67%;14,67%;16,91%;NI%;0,00%
FATOR;50122;b1;;C;2;SAO PAULO;SP;12/2015;238.101;0;238.101;0;238.101;913.961;1.512;0;103.255;4.975;109.741;87.403;1.111.105;0;21,43%;21,43%;21,43%;NI%;0,00%
CREDICOAMO CREDITO RURAL COOPERATIVA;81723108;b3S;;I;2;CAMPO MOURAO;PR;12/2015;391.611;0;391.611;0;391.611;968.830;0;1.288;0;0;1.288;61.450;1.031.568;2.371.247;37,96%;37,96%;37,96%;16,51%;0,04%
