Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
COOPERATIVA DE CRÉDITO COOCRELIVRE;53935029;b3S;S4;I;2;ORLANDIA;SP;06/2017;115.101;0;115.101;0;115.101;127.161;0;0;0;0;0;38.378;165.538;257.873;69,53%;69,53%;69,53%;44,63%;0,55%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;66463407;b3S;S5;I;2;ITAUNA;MG;06/2017;63.995;0;63.995;0;63.995;164.343;NA;NA;NA;NA;NA;NA;164.343;0;38,94%;38,94%;38,94%;NI%;5,33%
COOPERATIVA DE CRÉDITO DO ALTO PARANAÍBA E REGIÃO LTDA.;25387671;b3S;S5;I;2;PATOS DE MINAS;MG;06/2017;41.358;0;41.358;0;41.358;163.785;NA;NA;NA;NA;NA;NA;163.785;0;25,25%;25,25%;25,25%;NI%;4,98%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;b3S;S5;I;2;JOAO MONLEVADE;MG;06/2017;51.223;0;51.223;0;51.223;163.739;NA;NA;NA;NA;NA;NA;163.739;0;31,28%;31,28%;31,28%;NI%;30,76%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66402207;b3S;S5;I;2;SAO ROQUE DE MINAS;MG;06/2017;37.887;0;37.887;0;37.887;160.474;NA;NA;NA;NA;NA;NA;160.474;0;23,61%;23,61%;23,61%;NI%;22,97%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70937271;b3S;S5;I;2;UBERLANDIA;MG;06/2017;23.336;0;23.336;0;23.336;158.710;NA;NA;NA;NA;NA;NA;158.710;0;14,70%;14,70%;14,70%;NI%;17,56%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86564051;b3S;S5;I;2;UNAI;MG;06/2017;44.102;0;44.102;0;44.102;157.643;NA;NA;NA;NA;NA;NA;157.643;0;27,98%;27,98%;27,98%;NI%;7,98%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ;4694278;b3S;S5;I;2;RIO DE JANEIRO;RJ;06/2017;34.475;0;34.475;0;34.475;157.395;NA;NA;NA;NA;NA;NA;157.395;0;21,90%;21,90%;21,90%;NI%;12,41%
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;S4;I;3;BARUERI;SP;06/2017;36.159;0;36.159;0;36.159;46.173;20.264;0;32.778;0;53.042;57.740;156.955;0;23,04%;23,04%;23,04%;NI%;1,02%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19449602;b3S;S5;I;2;CARATINGA;MG;06/2017;34.973;0;34.973;0;34.973;155.241;NA;NA;NA;NA;NA;NA;155.241;0;22,53%;22,53%;22,53%;NI%;7,19%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC;2641969;b3S;S5;I;2;NOVA TRENTO;SC;06/2017;47.240;0;47.240;0;47.240;153.783;NA;NA;NA;NA;NA;NA;153.783;0;30,72%;30,72%;30,72%;NI%;10,64%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21866694;b3S;S5;I;2;MONTES CLAROS;MG;06/2017;44.640;0;44.640;0;44.640;152.519;NA;NA;NA;NA;NA;NA;152.519;0;29,27%;29,27%;29,27%;NI%;20,42%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78862083;b3S;S5;I;2;CAMPOS NOVOS;SC;06/2017;32.660;0;32.660;0;32.660;151.761;NA;NA;NA;NA;NA;NA;151.761;0;21,52%;21,52%;21,52%;NI%;5,39%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65229254;b3S;S5;I;2;PATROCINIO;MG;06/2017;47.212;0;47.212;0;47.212;150.989;NA;NA;NA;NA;NA;NA;150.989;0;31,27%;31,27%;31,27%;NI%;13,78%
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;b3C;S4;I;2;RIO DE JANEIRO;RJ;06/2017;27.392;0;27.392;0;27.392;116.762;0;0;29.071;0;29.071;4.193;150.026;584.138;18,26%;18,26%;18,26%;4,69%;3,40%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED;1736516;b3S;S5;I;2;DIVINOPOLIS;MG;06/2017;38.180;0;38.180;0;38.180;149.208;NA;NA;NA;NA;NA;NA;149.208;0;25,59%;25,59%;25,59%;NI%;11,05%
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78157146;b3S;S5;I;2;ROLANDIA;PR;06/2017;36.386;0;36.386;0;36.386;148.942;NA;NA;NA;NA;NA;NA;148.942;0;24,43%;24,43%;24,43%;NI%;13,69%
COOPERATIVA DE CRÉDITO DO IGUAÇU INTEGRADO - SICOOB INTEGRADO;7122321;b3S;S5;I;2;PATO BRANCO;PR;06/2017;22.302;0;22.302;0;22.302;147.249;NA;NA;NA;NA;NA;NA;147.249;0;15,15%;15,15%;15,15%;NI%;15,50%
MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.;12392983;n2;S4;I;3;SAO PAULO;SP;06/2017;237.363;0;237.363;0;237.363;29.789;0;0;47.130;0;47.130;69.093;146.012;0;162,56%;162,56%;162,56%;NI%;0,23%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARNOR;698609;b3S;S5;I;2;PARACATU;MG;06/2017;62.647;0;62.647;0;62.647;145.333;NA;NA;NA;NA;NA;NA;145.333;0;43,11%;43,11%;43,11%;NI%;6,05%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2232383;b3S;S5;I;2;CLAUDIO;MG;06/2017;47.966;0;47.966;0;47.966;145.256;NA;NA;NA;NA;NA;NA;145.256;0;33,02%;33,02%;33,02%;NI%;6,99%
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17359351;n1;S4;I;2;NAO-ME-TOQUE;RS;06/2017;41.545;0;41.545;0;41.545;128.503;0;0;0;0;0;15.246;143.749;0;28,90%;28,90%;28,90%;NI%;0,07%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10772401;b3S;S4;I;2;PARAGOMINAS;PA;06/2017;24.258;0;24.258;1.390;25.648;129.511;0;0;0;0;0;13.665;143.176;177.412;16,94%;16,94%;17,91%;13,67%;15,89%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23949522;b3S;S5;I;2;CARMO DO PARANAIBA;MG;06/2017;62.007;0;62.007;0;62.007;143.124;NA;NA;NA;NA;NA;NA;143.124;0;43,32%;43,32%;43,32%;NI%;7,81%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA LTDA - SICOOB VALE DO PARAIBA;2197569;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;06/2017;20.738;0;20.738;0;20.738;143.117;NA;NA;NA;NA;NA;NA;143.117;0;14,49%;14,49%;14,49%;NI%;15,46%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2935307;b3S;S5;I;2;GOIANIA;GO;06/2017;93.612;0;93.612;0;93.612;141.986;NA;NA;NA;NA;NA;NA;141.986;0;65,93%;65,93%;65,93%;NI%;0,33%
COOPERATIVA DE CRÉDITO DE CAMPINA GRANDE - SICREDI CENTRO PARAIBANA;1151186;b3S;S5;I;2;CAMPINA GRANDE;PB;06/2017;44.469;0;44.469;0;44.469;141.896;NA;NA;NA;NA;NA;NA;141.896;0;31,34%;31,34%;31,34%;NI%;14,73%
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAÚA, RIBEIRÃO PIRES E VALE DO PARAÍBA - SICOOB CREDCEG;7789195;b3S;S5;I;2;SAO BERNARDO DO CAMPO;SP;06/2017;38.048;0;38.048;0;38.048;140.771;NA;NA;NA;NA;NA;NA;140.771;0;27,03%;27,03%;27,03%;NI%;0,36%
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5861932;b3S;S5;I;2;FLORIANOPOLIS;SC;06/2017;25.758;0;25.758;0;25.758;140.125;NA;NA;NA;NA;NA;NA;140.125;0;18,38%;18,38%;18,38%;NI%;3,51%
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73085573;b3C;S4;I;2;SAO PAULO;SP;06/2017;32.383;0;32.383;0;32.383;133.024;9;4;2.280;3;2.296;4.572;139.893;835.899;23,15%;23,15%;23,15%;3,87%;0,87%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL;2447120;b3S;S5;I;2;TEIXEIRA DE FREITAS;BA;06/2017;93.136;0;93.136;0;93.136;139.852;NA;NA;NA;NA;NA;NA;139.852;0;66,60%;66,60%;66,60%;NI%;2,17%
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;n1;S4;I;2;PORTO ALEGRE;RS;06/2017;20.939;0;20.939;0;20.939;103.685;0;0;0;0;0;33.600;137.285;0;15,25%;15,25%;15,25%;NI%;3,04%
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86803939;b3S;S5;I;2;NOVA IGUACU;RJ;06/2017;32.624;0;32.624;0;32.624;137.164;NA;NA;NA;NA;NA;NA;137.164;0;23,78%;23,78%;23,78%;NI%;18,16%
COOPERATIVA DE CRÉDITO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5772229;b3S;S5;I;2;PARANAVAI;PR;06/2017;34.517;0;34.517;0;34.517;137.135;NA;NA;NA;NA;NA;NA;137.135;0;25,17%;25,17%;25,17%;NI%;10,85%
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2663426;b3S;S5;I;2;CONSTANTINA;RS;06/2017;28.426;0;28.426;0;28.426;137.134;NA;NA;NA;NA;NA;NA;137.134;0;20,73%;20,73%;20,73%;NI%;8,00%
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO VALOR SUSTENTAVEL - SICREDI VALOR SUSTENTAVEL PR;81706616;b3S;S5;I;2;JANDAIA DO SUL;PR;06/2017;27.514;0;27.514;0;27.514;136.360;NA;NA;NA;NA;NA;NA;136.360;0;20,18%;20,18%;20,18%;NI%;18,73%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES DO CENTRO OESTE DO BRASIL LTDA;73647935;b3S;S5;I;2;CAMPO GRANDE;MS;06/2017;90.147;0;90.147;0;90.147;136.340;NA;NA;NA;NA;NA;NA;136.340;0;66,12%;66,12%;66,12%;NI%;5,51%
SICREDI CREDUNI - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERV DAS INST PÚBLICAS DE ENSINO SUPERIOR DO ESTADO DA PARAÍBA E DAS DEMAIS INSTITUIÇÕES E ÓRGÃOS PÚBLICOS NO ESTADO DA PARAIBA LTDA.;3428338;b3S;S5;I;2;CAMPINA GRANDE;PB;06/2017;61.775;0;61.775;0;61.775;136.257;NA;NA;NA;NA;NA;NA;136.257;0;45,34%;45,34%;45,34%;NI%;2,84%
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESARIOS E MICROEMPREENDEDORES DA REGIÃO DE CAPIVARI;49389307;b3S;S5;I;2;CAPIVARI;SP;06/2017;22.737;0;22.737;0;22.737;135.801;NA;NA;NA;NA;NA;NA;135.801;0;16,74%;16,74%;16,74%;NI%;23,40%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA   SICOOB CREDIMOGIANA;69346856;b3S;S5;I;2;FRANCA;SP;06/2017;17.681;0;17.681;0;17.681;135.668;NA;NA;NA;NA;NA;NA;135.668;0;13,03%;13,03%;13,03%;NI%;4,97%
COOPERATIVA DE CRÉDITO SICOOB ALIANÇA;6174009;b3S;S5;I;2;APUCARANA;PR;06/2017;35.039;0;35.039;0;35.039;135.473;NA;NA;NA;NA;NA;NA;135.473;0;25,86%;25,86%;25,86%;NI%;6,09%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1060307;b3S;S5;I;2;RAUL SOARES;MG;06/2017;32.510;0;32.510;0;32.510;135.214;NA;NA;NA;NA;NA;NA;135.214;0;24,04%;24,04%;24,04%;NI%;20,98%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SECOVICRED;7599206;b3S;S5;I;2;GOIANIA;GO;06/2017;54.892;0;54.892;0;54.892;134.890;NA;NA;NA;NA;NA;NA;134.890;0;40,69%;40,69%;40,69%;NI%;9,16%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64237530;b3S;S5;I;2;ITAUNA;MG;06/2017;28.475;0;28.475;0;28.475;133.613;NA;NA;NA;NA;NA;NA;133.613;0;21,31%;21,31%;21,31%;NI%;19,78%
B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.;73622748;n2;S4;I;2;RIO DE JANEIRO;RJ;06/2017;15.935;0;15.935;0;15.935;4.654;2.565;0;0;0;2.565;125.946;133.165;0;11,97%;11,97%;11,97%;NI%;7,13%
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DE MATO GROSSO DO SUL, GOIÁS, DISTRITO FEDERAL E TOCANTINS – CENTRAL SICREDI BRASIL CENTRAL;33737818;b3C;S4;I;2;GOIANIA;GO;06/2017;22.995;0;22.995;0;22.995;126.413;0;0;3.216;0;3.216;2.182;131.811;1.713.522;17,45%;17,45%;17,45%;1,34%;7,27%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54603022;b3S;S4;I;2;SAO PAULO;SP;06/2017;156.430;0;156.430;0;156.430;84.767;667;281;3.007;250;4.206;39.459;128.432;178.294;121,80%;121,80%;121,80%;87,74%;2,33%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1286361;b3S;S5;I;2;TOLEDO;PR;06/2017;38.853;0;38.853;0;38.853;127.155;NA;NA;NA;NA;NA;NA;127.155;0;30,56%;30,56%;30,56%;NI%;18,43%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA BORBOREMA E AGRESTE PARAIBANO E DOS SERVIDORES DO INSTITUTO NACIONAL DO SEGURO SOCIAL NA PARAÍBA - SICOOB BORBOREMA PARAIBANO COOPREV;11907520;b3S;S5;I;2;CAMPINA GRANDE;PB;06/2017;41.180;0;41.180;0;41.180;126.492;NA;NA;NA;NA;NA;NA;126.492;0;32,56%;32,56%;32,56%;NI%;4,77%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA. - UNICRED CENTRO-OESTE RS;2641032;b3S;S5;I;2;SANTA MARIA;RS;06/2017;29.040;0;29.040;0;29.040;126.397;NA;NA;NA;NA;NA;NA;126.397;0;22,98%;22,98%;22,98%;NI%;14,20%
UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.;3046391;b3C;S4;I;2;LONDRINA;PR;06/2017;20.965;0;20.965;0;20.965;115.730;0;0;0;0;0;10.076;125.806;1.669.715;16,66%;16,66%;16,66%;1,26%;14,08%
FAIR CORRETORA DE CAMBIO S.A.;32648370;n2;S4;I;2;SAO PAULO;SP;06/2017;15.623;0;15.623;0;15.623;22.518;8.414;0;3.528;0;11.942;90.017;124.476;0;12,55%;12,55%;12,55%;NI%;2,86%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68987;b3S;S5;I;2;ARAGUARI;MG;06/2017;28.841;0;28.841;0;28.841;123.367;NA;NA;NA;NA;NA;NA;123.367;0;23,38%;23,38%;23,38%;NI%;5,53%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA DE MINAS GERAIS E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA   SICOOB COOPSEF;16721078;b3S;S5;I;2;BELO HORIZONTE;MG;06/2017;65.552;0;65.552;0;65.552;122.847;NA;NA;NA;NA;NA;NA;122.847;0;53,36%;53,36%;53,36%;NI%;3,02%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DOS ESTADOS DE SANTA CATARINA E RIO GRANDE DO SUL - TRANSPOCRED;8075352;b3S;S5;I;2;FLORIANOPOLIS;SC;06/2017;29.049;0;29.049;0;29.049;121.901;NA;NA;NA;NA;NA;NA;121.901;0;23,83%;23,83%;23,83%;NI%;5,98%
GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;33918160;n2;S4;I;2;SAO PAULO;SP;06/2017;18.036;0;18.036;0;18.036;10.868;11.295;0;223;13;11.531;98.261;120.660;0;14,95%;14,95%;14,95%;NI%;38,07%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2309070;b3S;S5;I;2;JI-PARANA;RO;06/2017;49.462;0;49.462;0;49.462;119.084;NA;NA;NA;NA;NA;NA;119.084;0;41,54%;41,54%;41,54%;NI%;4,34%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DO VALE DO PARAIBA, LITORAL NORTE PAULISTA E SERRA DA MANTIQUEIRA - CRESSEM;54190525;b3S;S5;I;2;SAO JOSE DOS CAMPOS;SP;06/2017;143.065;0;143.065;0;143.065;118.568;NA;NA;NA;NA;NA;NA;118.568;0;120,66%;120,66%;120,66%;NI%;3,01%
SITA SOCIEDADE CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A;17315359;n2;S4;I;2;BELO HORIZONTE;MG;06/2017;54.479;0;54.479;0;54.479;105.976;0;0;0;0;0;12.317;118.293;0;46,05%;46,05%;46,05%;NI%;0,60%
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70116611;b3C;S5;I;2;CABEDELO;PB;06/2017;18.918;0;18.918;0;18.918;117.966;NA;NA;NA;NA;NA;NA;117.966;0;16,04%;16,04%;16,04%;NI%;5,27%
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL  PLANALTO SERRA;5863726;b3S;S5;I;2;SANANDUVA;RS;06/2017;21.482;0;21.482;0;21.482;117.943;NA;NA;NA;NA;NA;NA;117.943;0;18,21%;18,21%;18,21%;NI%;17,88%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE POMPÉU LTDA. - SICOOB CREDIPÉU;66262643;b3S;S5;I;2;POMPEU;MG;06/2017;27.878;0;27.878;0;27.878;117.113;NA;NA;NA;NA;NA;NA;117.113;0;23,80%;23,80%;23,80%;NI%;7,62%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2335109;b3S;S5;I;2;CATAGUASES;MG;06/2017;48.935;0;48.935;0;48.935;115.736;NA;NA;NA;NA;NA;NA;115.736;0;42,28%;42,28%;42,28%;NI%;12,12%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80959638;b3S;S5;I;2;XANXERE;SC;06/2017;21.573;0;21.573;0;21.573;115.459;NA;NA;NA;NA;NA;NA;115.459;0;18,68%;18,68%;18,68%;NI%;6,19%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95163002;b3S;S5;I;2;SANTO ANGELO;RS;06/2017;21.850;0;21.850;0;21.850;115.241;NA;NA;NA;NA;NA;NA;115.241;0;18,96%;18,96%;18,96%;NI%;6,65%
COOPERATIVA DE CRÉDITO SICREDI ARACAJU;2923389;b3S;S5;I;2;ARACAJU;SE;06/2017;49.312;0;49.312;0;49.312;115.221;NA;NA;NA;NA;NA;NA;115.221;0;42,80%;42,80%;42,80%;NI%;7,67%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24048910;b3S;S5;I;2;GUARANESIA;MG;06/2017;26.099;0;26.099;0;26.099;114.982;NA;NA;NA;NA;NA;NA;114.982;0;22,70%;22,70%;22,70%;NI%;12,94%
COOPERATIVA DE CRÉDITO DA FOZ DO RIO ITAJAÍ AÇU - CREDIFOZ;9512539;b3S;S5;I;2;ITAJAI;SC;06/2017;27.756;0;27.756;0;27.756;114.198;NA;NA;NA;NA;NA;NA;114.198;0;24,31%;24,31%;24,31%;NI%;7,23%
SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;32206435;n2;S4;I;3;SAO PAULO;SP;06/2017;48.672;0;48.672;0;48.672;29.764;0;0;0;0;0;82.329;112.093;0;43,42%;43,42%;43,42%;NI%;21,95%
COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA;66788142;b3S;S5;I;2;CANDIDO MOTA;SP;06/2017;27.594;0;27.594;0;27.594;110.088;NA;NA;NA;NA;NA;NA;110.088;0;25,07%;25,07%;25,07%;NI%;12,12%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66398496;b3S;S5;I;2;ARAXA;MG;06/2017;38.002;0;38.002;0;38.002;109.708;NA;NA;NA;NA;NA;NA;109.708;0;34,64%;34,64%;34,64%;NI%;20,13%
JSL ARRENDAMENTO MERCANTIL S.A.;1852137;n1;S4;I;3;BARUERI;SP;06/2017;16.606;0;16.606;0;16.606;83.755;0;0;14.761;0;14.761;10.685;109.200;0;15,21%;15,21%;15,21%;NI%;0,58%
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41931445;b3S;S5;I;2;FORMIGA;MG;06/2017;24.806;0;24.806;0;24.806;109.005;NA;NA;NA;NA;NA;NA;109.005;0;22,76%;22,76%;22,76%;NI%;27,89%
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41753500;b3S;S5;I;2;CARLOS CHAGAS;MG;06/2017;45.957;0;45.957;0;45.957;108.719;NA;NA;NA;NA;NA;NA;108.719;0;42,27%;42,27%;42,27%;NI%;2,70%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE MADEIRA-MAMORÉ - SICOOB PORTOCREDI;4544165;b3S;S5;I;2;PORTO VELHO;RO;06/2017;31.134;0;31.134;0;31.134;108.375;NA;NA;NA;NA;NA;NA;108.375;0;28,73%;28,73%;28,73%;NI%;17,18%
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE DOIS VIZINHOS - CRESOL DOIS VIZINHOS;971300;b3S;S5;I;2;DOIS VIZINHOS;PR;06/2017;18.459;0;18.459;0;18.459;108.319;NA;NA;NA;NA;NA;NA;108.319;0;17,04%;17,04%;17,04%;NI%;9,33%
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9473806;n1;S4;I;2;BENTO GONCALVES;RS;06/2017;19.440;0;19.440;0;19.440;86.871;0;0;0;0;0;21.264;108.135;0;17,98%;17,98%;17,98%;NI%;0,16%
OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;11495073;n2;S4;I;2;SAO PAULO;SP;06/2017;17.397;0;17.397;0;17.397;15.835;10.232;0;2.290;0;12.522;79.553;107.909;0;16,12%;16,12%;16,12%;NI%;13,36%
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97259253;b3S;S5;I;2;PASSO FUNDO;RS;06/2017;17.554;0;17.554;0;17.554;107.485;NA;NA;NA;NA;NA;NA;107.485;0;16,33%;16,33%;16,33%;NI%;1,18%
