Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;06/2017;210.936;0;210.936;14.716;225.652;970.122;0;0;4.307;0;4.307;43.614;1.018.042;1.916.640;20,72%;20,72%;22,17%;11,01%;7,53%
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;S4;I;2;RIBEIRAO PRETO;SP;06/2017;154.810;0;154.810;0;154.810;953.019;38;16;185;14;252;35.193;988.464;4.801.334;15,66%;15,66%;15,66%;3,22%;1,89%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO - SICOOB CREDICOONAI;53923116;b3S;S4;I;2;RIBEIRAO PRETO;SP;06/2017;184.624;0;184.624;0;184.624;874.766;0;0;0;0;0;99.505;974.271;1.116.668;18,95%;18,95%;18,95%;16,53%;17,29%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO CENTRO SUL DO MATO GROSSO DO SUL – SICREDI CENTRO-SUL MS;26408161;b3S;S4;I;2;DOURADOS;MS;06/2017;288.291;0;288.291;0;288.291;878.244;0;0;0;0;0;84.068;962.312;1.472.162;29,96%;29,96%;29,96%;19,58%;8,82%
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;n1;S4;I;1;SALVADOR;BA;06/2017;237.244;0;237.244;0;237.244;817.128;0;0;0;0;0;128.006;945.134;0;25,10%;25,10%;25,10%;NI%;16,43%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33021064;b3S;S4;I;2;CANARANA;MT;06/2017;192.998;0;192.998;0;192.998;844.920;0;0;0;0;0;85.344;930.264;1.239.968;20,75%;20,75%;20,75%;15,56%;6,85%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DO RIO GRANDE DO SUL E OESTE DE SANTA CATARINA - SICREDI NORTE RS/SC;87780268;b3S;S4;I;2;ERECHIM;RS;06/2017;166.662;0;166.662;0;166.662;885.311;0;0;1.869;0;1.869;41.922;929.102;1.490.343;17,94%;17,94%;17,94%;11,18%;12,49%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;37395399;b3S;S5;I;2;GOIANIA;GO;06/2017;300.744;0;300.744;0;300.744;917.028;NA;NA;NA;NA;NA;NA;917.028;0;32,80%;32,80%;32,80%;NI%;9,69%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88038260;b3S;S4;I;2;CRUZ ALTA;RS;06/2017;289.578;0;289.578;0;289.578;797.377;0;0;0;0;0;79.423;876.800;1.304.153;33,03%;33,03%;33,03%;22,20%;2,07%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LESTE CAPIXABA - SICOOB LESTE CAPIXABA;32430233;b3S;S5;I;2;LINHARES;ES;06/2017;320.848;0;320.848;0;320.848;853.323;NA;NA;NA;NA;NA;NA;853.323;0;37,60%;37,60%;37,60%;NI%;2,66%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO MIGUEL DO OESTE - SICOOB SÃO MIGUEL SC;81607046;b3S;S5;I;2;SAO MIGUEL D'OESTE;SC;06/2017;179.906;0;179.906;0;179.906;840.592;NA;NA;NA;NA;NA;NA;840.592;0;21,40%;21,40%;21,40%;NI%;11,98%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DOS VALES - SICREDI REGIÃO DOS VALES RS;89126130;b3S;S4;I;2;ENCANTADO;RS;06/2017;326.785;0;326.785;0;326.785;789.462;0;0;4.828;0;4.828;39.723;834.013;1.841.021;39,18%;39,18%;39,18%;17,75%;12,22%
COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE;87437687;b3C;S3;I;2;PORTO ALEGRE;RS;06/2017;164.267;0;164.267;0;164.267;748.627;0;0;20.862;0;20.862;53.813;823.303;11.697.564;19,95%;19,95%;19,95%;1,40%;3,67%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO CENTRO DO RGS - SICREDI REGIÃO CENTRO;95594941;b3S;S4;I;2;SANTA MARIA;RS;06/2017;230.945;0;230.945;9.268;240.213;746.591;0;0;814;0;814;69.366;816.771;1.301.333;28,28%;28,28%;29,41%;17,75%;8,47%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PAMPA GAÚCHO - SICREDI PAMPA GAÚCHO;87733077;b3S;S4;I;2;ITAQUI;RS;06/2017;294.459;0;294.459;0;294.459;765.604;0;0;1.102;0;1.102;44.834;811.540;1.133.888;36,28%;36,28%;36,28%;25,97%;4,14%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;32995755;b3S;S4;I;2;TANGARA DA SERRA;MT;06/2017;206.072;0;206.072;1.390;207.463;740.551;344;0;0;0;344;56.533;797.428;1.160.115;25,84%;25,84%;26,02%;17,76%;11,53%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE MATO-GROSSENSE – SICREDI NORTE MT/PA;37442605;b3S;S4;I;2;COLIDER;MT;06/2017;200.400;0;200.400;0;200.400;715.421;1.056;0;0;0;1.056;69.123;785.599;1.148.009;25,51%;25,51%;25,51%;17,46%;8,15%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;06/2017;165.302;0;165.302;0;165.302;717.416;0;0;0;0;0;49.875;767.291;1.353.154;21,54%;21,54%;21,54%;12,22%;33,90%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;44469161;b3S;S4;I;2;GUARIBA;SP;06/2017;159.844;0;159.844;0;159.844;696.555;165;70;1.163;62;1.460;59.760;757.776;1.222.457;21,09%;21,09%;21,09%;13,08%;2,56%
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;n1;S4;I;1;FLORIANOPOLIS;SC;06/2017;267.518;0;267.518;0;267.518;543.455;0;0;0;0;0;186.953;730.408;0;36,63%;36,63%;36,63%;NI%;0,95%
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;n1;S4;I;2;SAO PAULO;SP;06/2017;73.847;0;73.847;8.050;81.897;647.562;0;0;0;0;0;59.745;707.307;0;10,44%;10,44%;11,58%;NI%;2,50%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32983165;b3S;S4;I;2;CAMPO VERDE;MT;06/2017;120.061;0;120.061;0;120.061;651.134;4.435;0;0;0;4.435;51.094;706.663;829.578;16,99%;16,99%;16,99%;14,47%;6,75%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-SERRANA DO ESPÍRITO SANTO;815319;b3S;S5;I;2;VENDA NOVA DO IMIGRANTE;ES;06/2017;229.558;0;229.558;0;229.558;698.838;NA;NA;NA;NA;NA;NA;698.838;0;32,85%;32,85%;32,85%;NI%;3,66%
COOPERATIVA DE CRÉDITO UNICRED DA GRANDE FLORIANÓPOLIS LTDA - UNICRED FLORIANÓPOLIS;74064502;b3S;S5;I;2;FLORIANOPOLIS;SC;06/2017;241.346;0;241.346;0;241.346;688.046;NA;NA;NA;NA;NA;NA;688.046;0;35,08%;35,08%;35,08%;NI%;3,79%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO FRONTEIRAS DO PARANÁ, SANTA CATARINA E SÃO PAULO - SICREDI FRONTEIRAS PR/SC/SP;82527557;b3S;S4;I;2;CAPANEMA;PR;06/2017;154.324;0;154.324;0;154.324;629.303;0;0;0;0;0;46.327;675.630;1.024.856;22,84%;22,84%;22,84%;15,06%;8,32%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO URUGUAI - SICREDI ALTO URUGUAI RS/SC;87733770;b3S;S4;I;2;RODEIO BONITO;RS;06/2017;181.149;0;181.149;0;181.149;639.910;0;0;0;0;0;33.734;673.644;1.010.115;26,89%;26,89%;26,89%;17,93%;7,74%
COOPERATIVA CENTRAL DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA - CENTRAL CRESOL BASER;1401771;b3C;S4;I;2;FRANCISCO BELTRAO;PR;06/2017;80.645;0;80.645;0;80.645;512.554;0;0;109.100;0;109.100;41.645;663.299;2.496.742;12,16%;12,16%;12,16%;3,23%;23,05%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO BRANCO – SICREDI OURO BRANCO RS;87853206;b3S;S4;I;2;TEUTONIA;RS;06/2017;164.894;0;164.894;0;164.894;620.355;0;0;0;0;0;39.083;659.437;1.094.503;25,01%;25,01%;25,01%;15,07%;16,24%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;b3S;S5;I;2;SAO GABRIEL DA PALHA;ES;06/2017;188.618;0;188.618;0;188.618;652.740;NA;NA;NA;NA;NA;NA;652.740;0;28,90%;28,90%;28,90%;NI%;5,53%
COOPERATIVA DE CRÉDITO SICREDI JOÃO PESSOA;35571249;b3S;S5;I;2;JOAO PESSOA;PB;06/2017;299.272;0;299.272;0;299.272;645.711;NA;NA;NA;NA;NA;NA;645.711;0;46,35%;46,35%;46,35%;NI%;4,52%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90729369;b3S;S5;I;2;IJUI;RS;06/2017;165.244;0;165.244;0;165.244;633.490;NA;NA;NA;NA;NA;NA;633.490;0;26,08%;26,08%;26,08%;NI%;6,17%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.;2015588;b3S;S5;I;2;PIMENTA BUENO;RO;06/2017;120.800;0;120.800;0;120.800;600.716;NA;NA;NA;NA;NA;NA;600.716;0;20,11%;20,11%;20,11%;NI%;10,74%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24795049;b3S;S5;I;2;RIO VERDE;GO;06/2017;336.723;0;336.723;0;336.723;600.601;NA;NA;NA;NA;NA;NA;600.601;0;56,06%;56,06%;56,06%;NI%;4,74%
AGENCIA DE FOMENTO DO ESTADO DO RIO DE JANEIRO S.A.;5940203;n1;S4;I;1;RIO DE JANEIRO;RJ;06/2017;395.221;0;395.221;0;395.221;482.794;0;0;0;0;0;111.372;594.166;0;66,52%;66,52%;66,52%;NI%;1,95%
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3459850;b3S;S5;I;2;MARINGA;PR;06/2017;129.584;0;129.584;0;129.584;591.970;NA;NA;NA;NA;NA;NA;591.970;0;21,89%;21,89%;21,89%;NI%;4,68%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CELEIRO CENTRO OESTE - SICREDI CELEIRO CENTRO OESTE;3566655;b3S;S4;I;2;SAO GABRIEL DO OESTE;MS;06/2017;106.355;0;106.355;0;106.355;527.000;6.876;0;0;0;6.876;43.411;577.287;702.484;18,42%;18,42%;18,42%;15,14%;13,23%
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3584906;n1;S4;I;1;CURITIBA;PR;06/2017;222.273;0;222.273;0;222.273;287.722;0;0;0;0;0;288.100;575.821;0;38,60%;38,60%;38,60%;NI%;0,49%
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;b3S;S4;I;2;MARECHAL CANDIDO RONDON;PR;06/2017;122.602;0;122.602;0;122.602;527.497;0;0;0;0;0;37.685;565.182;789.639;21,69%;21,69%;21,69%;15,53%;18,60%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;b3S;S4;I;2;GUAXUPE;MG;06/2017;186.945;0;186.945;0;186.945;447.912;0;0;0;0;0;108.437;556.349;904.739;33,60%;33,60%;33,60%;20,66%;2,91%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL DO ESPÍRITO SANTO - SICOOB SUL;32467086;b3S;S5;I;2;CACHOEIRO DE ITAPEMIRIM;ES;06/2017;227.989;0;227.989;0;227.989;555.949;NA;NA;NA;NA;NA;NA;555.949;0;41,01%;41,01%;41,01%;NI%;2,13%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;b3S;S5;I;2;ITAJAI;SC;06/2017;122.801;0;122.801;0;122.801;553.450;NA;NA;NA;NA;NA;NA;553.450;0;22,19%;22,19%;22,19%;NI%;7,79%
COOPERATIVA CENTRAL DE CRÉDITO URBANO - CECRED;5463212;b3C;S4;I;2;BLUMENAU;SC;06/2017;204.402;0;204.402;0;204.402;505.575;6.440;2.898;32.369;2.576;44.283;1.478;551.336;3.823.473;37,07%;37,07%;37,07%;5,35%;4,19%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTOS DA SERRA - SICREDI ALTOS DA SERRA RS/SC;92555150;b3S;S4;I;2;TAPEJARA;RS;06/2017;144.570;0;144.570;0;144.570;495.970;0;0;767;0;767;52.181;548.918;871.430;26,34%;26,34%;26,34%;16,59%;8,60%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS NOROESTE DO RIO GRANDE DO SUL - SICREDI NOROESTE RS;89049738;b3S;S4;I;2;TRES DE MAIO;RS;06/2017;187.370;0;187.370;0;187.370;499.483;0;0;445;0;445;44.747;544.674;796.783;34,40%;34,40%;34,40%;23,52%;9,09%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRAIARAS - SICREDI IBIRAIARAS - RS;89990501;b3S;S4;I;2;IBIRAIARAS;RS;06/2017;139.136;0;139.136;0;139.136;504.623;0;0;928;0;928;37.366;542.917;929.705;25,63%;25,63%;25,63%;14,97%;3,73%
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DE PORTO ALEGRE LTDA-UNICRED PORTO ALEGRE;94433109;b3S;S5;I;2;PORTO ALEGRE;RS;06/2017;136.109;0;136.109;0;136.109;538.564;NA;NA;NA;NA;NA;NA;538.564;0;25,27%;25,27%;25,27%;NI%;4,49%
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO JURUENA - SICREDI UNIVALES MT/RO;70431630;b3S;S4;I;2;JUINA;MT;06/2017;239.250;0;239.250;0;239.250;468.628;0;0;0;0;0;69.673;538.300;798.527;44,45%;44,45%;44,45%;29,96%;7,05%
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;b3S;S5;I;2;PINHALZINHO;SC;06/2017;133.700;0;133.700;0;133.700;533.949;NA;NA;NA;NA;NA;NA;533.949;0;25,04%;25,04%;25,04%;NI%;4,99%
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICRED'S DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED CENTRAL SC/PR;543968;b3C;S4;I;2;FLORIANOPOLIS;SC;06/2017;71.989;0;71.989;0;71.989;481.955;2.037;107;26.251;877;29.271;12.792;524.018;2.114.435;13,74%;13,74%;13,74%;3,40%;3,06%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91159764;b3S;S4;I;2;LAJEADO;RS;06/2017;146.738;0;146.738;0;146.738;482.355;0;0;2.467;0;2.467;34.296;519.118;890.602;28,27%;28,27%;28,27%;16,48%;25,55%
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;b3S;S5;I;2;SANTA MARIA DE JETIBA;ES;06/2017;123.844;0;123.844;0;123.844;516.482;NA;NA;NA;NA;NA;NA;516.482;0;23,98%;23,98%;23,98%;NI%;4,94%
COOPERATIVA CENTRAL DE CREDITO DO ESPIRITO SANTO - SICOOB CENTRAL ES;32428294;b3C;S4;I;2;VITORIA;ES;06/2017;87.723;0;87.723;0;87.723;485.527;0;0;4.811;0;4.811;25.139;515.476;2.355.838;17,02%;17,02%;17,02%;3,72%;17,97%
COOPERATIVA CENTRAL DE CRÉDITO,POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;S3;I;2;CURITIBA;PR;06/2017;107.664;0;107.664;0;107.664;479.617;0;0;13.403;0;13.403;22.292;515.312;6.966.898;20,89%;20,89%;20,89%;1,55%;3,87%
