Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA;RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;S5;I;2;BLUMENAU;SC;09/2020;NA;NA;NA;NA;1.742.793;5.168.506;0;NA;NA;NA;0;357.535;5.526.041;NA;NA%;NA%;31,54%;NA%;2,35%
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;S4;I;2;BEBEDOURO;SP;09/2020;1.751.913;0;1.751.913;0;1.751.913;4.564.392;0;0;0;0;0;809.670;5.374.062;7.713.722;32,60%;32,60%;32,60%;22,71%;5,13%
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;S4;I;2;SAO PAULO;SP;09/2020;864.882;0;864.882;0;864.882;3.175.104;1.691;0;0;0;1.691;920.042;4.096.837;NA;21,11%;21,11%;21,11%;NA%;2,19%
SICOOB COCRED COOPERATIVA DE CRÉDITO;71328769;b3S;S4;I;2;SERTAOZINHO;SP;09/2020;775.113;0;775.113;0;775.113;3.566.079;0;0;0;38.000;38.000;492.091;4.096.171;5.425.471;18,92%;18,92%;18,92%;14,29%;5,65%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO OURO VERDE DO MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;S4;I;2;LUCAS DO RIO VERDE;MT;09/2020;767.807;0;767.807;431;768.237;3.307.058;25.172;0;2.355;0;27.527;66.427;3.401.012;5.138.387;22,58%;22,58%;22,59%;14,94%;4,98%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;78414067;b3S;S4;I;2;MEDIANEIRA;PR;09/2020;475.263;0;475.263;1.077;476.340;3.232.462;0;0;0;0;0;124.808;3.357.270;5.197.184;14,16%;14,16%;14,19%;9,14%;23,68%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;S4;I;2;MARINGA;PR;09/2020;521.158;0;521.158;0;521.158;3.143.096;0;0;0;0;0;140.211;3.283.307;5.606.412;15,87%;15,87%;15,87%;9,30%;28,51%
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;S3;I;2;BRASILIA;DF;09/2020;930.267;0;930.267;0;930.267;2.714.591;0;0;0;0;0;449.141;3.163.732;NA;29,40%;29,40%;29,40%;NA%;1,82%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO PIQUIRI ABCD - SICREDI VALE DO PIQUIRI ABCD PR/SP;81099491;b3S;S4;I;2;PALOTINA;PR;09/2020;398.622;0;398.622;32.663;431.285;2.768.472;0;0;0;0;0;109.368;2.877.840;4.645.166;13,85%;13,85%;14,99%;8,58%;13,60%
REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;27351731;n1;S4;I;3;PORTO ALEGRE;RS;09/2020;460.066;0;460.066;0;460.066;2.685.586;3.928;0;0;0;3.928;149.633;2.839.148;NA;16,20%;16,20%;16,20%;NA%;0,89%
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;S4;I;2;BELO HORIZONTE;MG;09/2020;340.311;0;340.311;0;340.311;2.498.391;0;0;41.626;0;41.626;114.126;2.654.144;10.169.465;12,82%;12,82%;12,82%;3,35%;16,45%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE CARLOS BARBOSA - SICREDI SERRANA RS;90608712;b3S;S4;I;2;CARLOS BARBOSA;RS;09/2020;394.553;0;394.553;3.421;397.973;2.476.296;0;0;3.418;0;3.418;116.816;2.596.530;3.901.629;15,20%;15,20%;15,33%;10,11%;6,23%
PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;S4;I;2;SAO PAULO;SP;09/2020;483.586;0;483.586;0;483.586;2.246.631;2.105;0;500;0;2.605;237.584;2.486.820;NA;19,45%;19,45%;19,45%;NA%;7,04%
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;S4;I;1;PORTO ALEGRE;RS;09/2020;560.984;0;560.984;0;560.984;2.231.928;4.968;0;0;0;4.968;231.245;2.468.141;NA;22,73%;22,73%;22,73%;NA%;4,64%
COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;78825270;b3S;S5;I;2;CHAPECO;SC;09/2020;NA;NA;NA;NA;391.982;2.258.378;0;NA;NA;NA;0;139.462;2.397.840;NA;NA%;NA%;16,35%;NA%;12,24%
UNIPRIME NORTE DO PARANÁ - COOPERATIVA DE CRÉDITO LTDA;2398976;b3S;S4;I;2;LONDRINA;PR;09/2020;532.700;0;532.700;0;532.700;1.888.173;99.314;68.784;0;0;168.097;298.136;2.354.406;3.227.991;22,63%;22,63%;22,63%;16,50%;3,03%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIÃO DE ESTADOS RIO GRANDE DO SUL, SANTA CATARINA E MINAS GERAIS - SICREDI UNIESTADOS;87780268;b3S;S4;I;2;ERECHIM;RS;09/2020;308.290;0;308.290;15.149;323.439;2.238.546;68;0;2.731;0;2.799;70.651;2.311.996;3.652.709;13,33%;13,33%;13,99%;8,44%;16,11%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CAMPOS GERAIS - SICREDI CAMPOS GERAIS PR/SP;81466286;b3S;S4;I;2;PONTA GROSSA;PR;09/2020;337.637;0;337.637;0;337.637;2.217.480;0;0;0;0;0;69.786;2.287.265;3.728.302;14,76%;14,76%;14,76%;9,06%;20,83%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SERRO AZUL – SICREDI UNIÃO RS;88894548;b3S;S4;I;2;CERRO LARGO;RS;09/2020;478.315;0;478.315;0;478.315;2.073.230;0;0;1.802;0;1.802;129.396;2.204.428;3.861.607;21,70%;21,70%;21,70%;12,39%;5,74%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI PIONEIRA RS - SICREDI PIONEIRA RS;91586982;b3S;S4;I;2;NOVA PETROPOLIS;RS;09/2020;449.663;0;449.663;0;449.663;2.022.573;0;0;5.324;0;5.324;140.954;2.168.852;3.849.675;20,73%;20,73%;20,73%;11,68%;8,93%
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;S5;I;2;BRASILIA;DF;09/2020;NA;NA;NA;NA;619.500;2.085.050;0;NA;NA;NA;0;79.965;2.165.015;NA;NA%;NA%;28,61%;NA%;1,03%
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PLANALTO – SICREDI PLANALTO RS/MG;88038260;b3S;S4;I;2;CRUZ ALTA;RS;09/2020;524.261;0;524.261;0;524.261;2.088.834;0;0;1.275;0;1.275;61.686;2.151.796;3.334.205;24,36%;24,36%;24,36%;15,72%;1,58%
SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;42898825;b3S;S5;I;2;BELO HORIZONTE;MG;09/2020;NA;NA;NA;NA;455.600;2.067.099;0;NA;NA;NA;0;79.943;2.147.042;NA;NA%;NA%;21,22%;NA%;3,50%
